source_id	source_title	source_year	source_authors	source_type	site_name	LatDD	LonDD	inferred_from	inferred_using	biodiversity_measure	inferred_as	taxon_kingdom	taxon_family	taxon_genus	taxon_species	sample_origin	earliest_extent	latest_extent	proxy_category	variability_temp	variability_precip	max_temp	max_precip	min_temp	min_precip	elevation_change	dist_to_land_ice_max	dist_to_land_ice_min	dating_methods	dating_levels	depth_min	depth_max
sourcenode_pub_kremenetski_hvdotskpr_1997	Holocene vegetation dynamics of the southeast Kola peninsula, Russia	1997	Kremenetski, C. V.; Patyk-Kara, N. G.	Published (unspecified type)	Babozero	66.375	37.51667	Morphotype: Pollen - Tilia;Morphotype: Pollen - Alismataceae;Morphotype: Pollen - Carpinus betulus;Morphotype: Pollen - Ulmus;Morphotype: Pollen - Lycopodium clavatum;Morphotype: Pollen - Typha;Morphotype: Pollen - Corylus;Morphotype: Pollen - Rubiaceae;Morphotype: Pollen - Quercus;Morphotype: Pollen - Myriophyllum;Morphotype: Pollen - Betula nana;Morphotype: Pollen - Betula pubescens;Morphotype: Pollen - Pinus sylvestris;Morphotype: Pollen - Polypodiaceae;Morphotype: Pollen - Cyperaceae;Morphotype: Pollen - Poaceae;Morphotype: Pollen - Artemisia;Morphotype: Pollen - Ericales;Morphotype: Pollen - Fabaceae;Morphotype: Pollen - Diphasiastrum alpinum;Morphotype: Pollen - Varia;Morphotype: Pollen - Picea;Morphotype: Pollen - Sphagnum;Morphotype: Pollen - Brassicaceae;Morphotype: Pollen - Salix;Morphotype: Pollen - Lycopodium annotinum subsp. alpestre;Morphotype: Pollen - Amaranthaceae;Morphotype: Pollen - Ranunculaceae;Morphotype: Pollen - Polygonaceae;Morphotype: Pollen - Alnus;Morphotype: Pollen - Rumex	Implicit	Abundance	Placeholder from NeotomaDB Import [Kingdom]					Lake sediment core	11700	331	Microfossil - Pollen	3.879166722	54	0.850000024	473	-3.029166698	419	0	654.2670726	133.4998358				
sourcenode_pub_kujansuu_crotwolgocnassics_2007	Climatic responses of tree-ring widths of Larix gmelinii on contrasting north-facing and south-facing slopes in central Siberia	2007	Kujansuu, J.; Yasue, K.; Koike, T.; Abaimov, A. P.; Kajimoto, T.; Takeda, T.; Tokumoto, M.; Matsuura, Y.	Published (unspecified type)	Tura Experiment Forest SL	64.31694444	100.21694444	Contemporaneous Whole Organism: Larix gmelinii (Rupr.) Kuzen.	Implicit	PresenceOnly	Larix gmelinii (Rupr.) Kuzen. [Species]	Plantae	Pinaceae	Larix	Larix gmelinii (Rupr.) Kuzen.	Living organism	132	-54	Contemporaneous Whole Organism	1.083333015	1	-7.550000191	318	-8.633333206	317	0	1299.964608	1299.964608	Known collection date			
sourcenode_pub_kujansuu_crotwolgocnassics_2007	Climatic responses of tree-ring widths of Larix gmelinii on contrasting north-facing and south-facing slopes in central Siberia	2007	Kujansuu, J.; Yasue, K.; Koike, T.; Abaimov, A. P.; Kajimoto, T.; Takeda, T.; Tokumoto, M.; Matsuura, Y.	Published (unspecified type)	Tura Experiment Forest SU	64.31694444	100.21694444	Contemporaneous Whole Organism: Larix gmelinii (Rupr.) Kuzen.	Implicit	PresenceOnly	Larix gmelinii (Rupr.) Kuzen. [Species]	Plantae	Pinaceae	Larix	Larix gmelinii (Rupr.) Kuzen.	Living organism	138	-54	Contemporaneous Whole Organism	1.083333015	1	-7.550000191	318	-8.633333206	317	0	1299.964608	1299.964608	Known collection date			
sourcenode_pub_kujansuu_crotwolgocnassics_2007	Climatic responses of tree-ring widths of Larix gmelinii on contrasting north-facing and south-facing slopes in central Siberia	2007	Kujansuu, J.; Yasue, K.; Koike, T.; Abaimov, A. P.; Kajimoto, T.; Takeda, T.; Tokumoto, M.; Matsuura, Y.	Published (unspecified type)	Tura Experiment Forest NL	64.31694444	100.21694444	Contemporaneous Whole Organism: Larix gmelinii (Rupr.) Kuzen.	Implicit	PresenceOnly	Larix gmelinii (Rupr.) Kuzen. [Species]	Plantae	Pinaceae	Larix	Larix gmelinii (Rupr.) Kuzen.	Living organism	360	-54	Contemporaneous Whole Organism	1.4541664120000002	10	-7.550000191	320	-9.004166603	310	0	1299.964608	1299.964608	Known collection date			
sourcenode_pub_kujansuu_crotwolgocnassics_2007	Climatic responses of tree-ring widths of Larix gmelinii on contrasting north-facing and south-facing slopes in central Siberia	2007	Kujansuu, J.; Yasue, K.; Koike, T.; Abaimov, A. P.; Kajimoto, T.; Takeda, T.; Tokumoto, M.; Matsuura, Y.	Published (unspecified type)	Tura Experiment Forest NU	64.31694444	100.21694444	Contemporaneous Whole Organism: Larix gmelinii (Rupr.) Kuzen.	Implicit	PresenceOnly	Larix gmelinii (Rupr.) Kuzen. [Species]	Plantae	Pinaceae	Larix	Larix gmelinii (Rupr.) Kuzen.	Living organism	344	-54	Contemporaneous Whole Organism	1.4541664120000002	10	-7.550000191	320	-9.004166603	310	0	1299.964608	1299.964608	Known collection date			
sourcenode_pub_kullman_gfrospafinsada_1991	Ground frost restriction of subarctic Picea abies forest in northern Sweden. A dendroecological analysis	1991	Kullman, L.	Published (unspecified type)	Kiruna	67.85	20.366666666666667	Contemporaneous Whole Organism: Picea abies ssp. obovata	Implicit	PresenceOnly	Picea abies subsp. obovata (Ledeb.) Hultén [Subspecies]	Plantae	Pinaceae	Picea	Picea abies (L.) H. Karst.	Living organism	190	-39	Contemporaneous Whole Organism	NaN	NaN	NaN	NaN	NaN	NaN		NaN	NaN	Known collection date			
sourcenode_pub_kullman_pbapioehiolslitsms_1998	Palaeoecological, biogeographical and palaeoclimatological implications of early Holocene immigration of Larix sibirica Ledeb. into the Scandes Mountains, Sweden	1998	Kullman, L.	Published (unspecified type)	Krabbfjällnäset	66.11666667	14.61666667	Macrofossil: Betula pubescens (wood);Macrofossil: Picea abies (wood);Macrofossil: Pinus sylvestris (wood);Macrofossil: Larix sibirica (wood);Macrofossil: Larix sibirica (cone)	Implicit: Expert ID - Bartholin, T.;Explicit: Atlas or Key - Tutin, T.G., Heywood, V.H., Burges, N.A., Valentine; D., Walters, S.M. and Webb, D.A. 1964. Flora Europaca, Vol. 1, 464 pp., Cambridge University Press, Cambridge	PresenceOnly	Betula pubescens Ehrh. [Species];Picea abies (L.) H. Karst. [Species];Pinus sylvestris L. [Species];Larix sibirica Ledeb. [Species]	Plantae	Betulaceae;Pinaceae	Betula;Picea;Pinus;Larix	Betula pubescens Ehrh.;Picea abies (L.) H.Karst.;Pinus sylvestris L.;Larix sibirica Ledeb.	Subfossil material	8270	4750	Macrofossil	3.074999928	91	1.333333373	869	-1.741666555	778	35	0	0	Radiocarbon (Uncalibrated)	0;0;0;0;0;0		
sourcenode_pub_kultti_htlpacditnreea_2004	Holocene tree line, permafrost, and climate dynamics in the Nenets Region, East European Arctic	2004	Kultti, S.; Oksanen, P.; Valiranta, M.	Published (unspecified type)	Khosedayu - peat plateau mire (KhPp)	67.226	59.446									Peat core	8990	-48	Microfossil - Plant Macrofossil	NaN	NaN	NaN	NaN	NaN	NaN		NaN	NaN			0	200
sourcenode_pub_kultti_htlpacditnreea_2004	Holocene tree line, permafrost, and climate dynamics in the Nenets Region, East European Arctic	2004	Kultti, S.; Oksanen, P.; Valiranta, M.	Published (unspecified type)	Khosedayu palsa mire - palsa (KhPa)	67.206	59.509									Peat core	6490	-48	Microfossil - Plant Macrofossil	NaN	NaN	NaN	NaN	NaN	NaN		NaN	NaN			0	220
sourcenode_pub_kultti_htlpacditnreea_2004	Holocene tree line, permafrost, and climate dynamics in the Nenets Region, East European Arctic	2004	Kultti, S.; Oksanen, P.; Valiranta, M.	Published (unspecified type)	Lake Tumbulovaty	67.11666666666666	59.56666666666667									Lake sediment core	11170	-50	Microfossil - Plant Macrofossil;Microfossil - Pollen	NaN	NaN	NaN	NaN	NaN	NaN		NaN	NaN			0	280
sourcenode_pub_kultti_peocivacdthitpuner_2003	Palaeoecological evidence of changes in vegetation and climate during the Holocene in the pre-Polar Urals, northeast European Russia	2003	Kultti, S.; Valiranta, M.; Sarmaja-Korjonen, K.; Solovieva, N.; Virtanen, T.; Kauppila, T.; Eronen, M.	Published (unspecified type)	Vangyr Mire	65	59.25									Peat core	8620	-48	Microfossil - Pollen	NaN	NaN	NaN	NaN	NaN	NaN		NaN	NaN			0	400
sourcenode_pub_kultti_peocivacdthitpuner_2003	Palaeoecological evidence of changes in vegetation and climate during the Holocene in the pre-Polar Urals, northeast European Russia	2003	Kultti, S.; Valiranta, M.; Sarmaja-Korjonen, K.; Solovieva, N.; Virtanen, T.; Kauppila, T.; Eronen, M.	Published (unspecified type)	Mezhgornoe Lake	65.25777777777778	59.66638888888889									Lake sediment core	11440	-48	Microfossil - Diatom;Other microfossil - Cladocera;Microfossil - Pollen;Microfossil - Plant Macrofossil	NaN	NaN	NaN	NaN	NaN	NaN		NaN	NaN			0	320
sourcenode_pub_kusch_hehihngrbacbama_2019	Holocene environmental history in high-Arctic North Greenland revealed by a combined biomarker and macrofossil approach	2019	Kusch, S.; Bennike, O.; Wagner, B.; Lenz, M.; Steffen, I.; Rethemeyer, J.	Published (unspecified type)	Trifna So core Co1211	79.98968333	22.8533666									Lake sediment core	4940	2630	Other - chironomid- macrofossil;Microfossil - Plant Macrofossil	NaN	NaN	NaN	NaN	NaN	NaN		NaN	NaN			15	82
sourcenode_pub_lafarge-england_hsfoahafbnei8dnntc_1991	Holocene Soligenous Fens on a High Arctic Fault Block Northern Ellesmere Island 82 Degrees N Northwest Territories Canada	1991	Lafarge-England, C.; Vitt, D. H.; England, J.	Published (unspecified type)	Piper Pass, Ellesmere Island	82.20493	-68.44706									Excavation	2800	760	Other microfossil - Lichen;Microfossil - Plant Macrofossil	NaN	NaN	NaN	NaN	NaN	NaN		NaN	NaN			0	213
sourcenode_pub_lafarge-england_hsfoahafbnei8dnntc_1991	Holocene Soligenous Fens on a High Arctic Fault Block Northern Ellesmere Island 82 Degrees N Northwest Territories Canada	1991	Lafarge-England, C.; Vitt, D. H.; England, J.	Published (unspecified type)	Piper Pass, Ellesmere Island	82.20688	-68.42028									Excavation	3760	2430	Microfossil - Plant Macrofossil	NaN	NaN	NaN	NaN	NaN	NaN		NaN	NaN			0	279
sourcenode_pub_lafarge-england_hsfoahafbnei8dnntc_1991	Holocene Soligenous Fens on a High Arctic Fault Block Northern Ellesmere Island 82 Degrees N Northwest Territories Canada	1991	Lafarge-England, C.; Vitt, D. H.; England, J.	Published (unspecified type)	Piper Pass, Ellesmere Island	82.20921	-68.4402									Excavation	5460	3440	Other microfossil - Lichen;Microfossil - Plant Macrofossil	NaN	NaN	NaN	NaN	NaN	NaN		NaN	NaN			0	228
sourcenode_pub_lafarge-england_hsfoahafbnei8dnntc_1991	Holocene Soligenous Fens on a High Arctic Fault Block Northern Ellesmere Island 82 Degrees N Northwest Territories Canada	1991	Lafarge-England, C.; Vitt, D. H.; England, J.	Published (unspecified type)	Piper Pass, Ellesmere Island	82.20633	-68.4244									Excavation	6410	4720	Other - Coprolites (Arctic Hare);Other microfossil - Lichen;Microfossil - Plant Macrofossil	NaN	NaN	NaN	NaN	NaN	NaN		NaN	NaN			0	409
sourcenode_pub_lanoe_hpiiseb_2017	Human paleoecological integration in subarctic eastern Beringia	2017	Lanoe, F. B.; Reuther, J. D.; Holmes, C. E.; Hodgins, G. W. L.	Published (unspecified type)	Central Alaska	64.70634422758124	-150.24992589418534	Macrofossil: Bison priscus (bone);Macrofossil: Ursus arctos (bone);Macrofossil: Rangifer tarandus (bone);Macrofossil: Ovibos  moschatus (bone);Macrofossil: Alces alces (bone);Macrofossil: Cervus elaphus (bone);Macrofossil: Canis lupus (bone)	Implicit	PresenceOnly	Bison  priscus Bojanus [Species];Ursus arctos L. [Species];Rangifer  tarandus L. [Species];Ovibos moschatus de Blainville [Species];Alces alces L. [Species];Cervus  elaphus L. [Species];Canis lupus L. [Species]	Animalia	Bovidae;Ursidae;Cervidae;Canidae	Bison;Ursus;Ovibos;Alces;Cervus;Canis	Bison  priscus Bojanus;Ursus arctos L.;Rangifer  tarandus L.;Ovibos moschatus de Blainville;Alces alces L.;Cervus  elaphus L.;Canis lupus L.	Subfossil material		7751	Macrofossil	NaN	NaN	NaN	NaN	NaN	NaN		NaN	NaN	Radiocarbon (Calibrated)			
sourcenode_pub_latypova_gotpahitf_1993	Geochronology of the Pleistocene and Holocene in the fore-Urals	1993	Latypova, E. K.; Yakheemovich, B. L.	Published (unspecified type)	Northern Urals	67.00920848817292	47.89481943508281	Macrofossil: Didacna subpyramidata  (shell);Macrofossil: Cardium edule (shell);Macrofossil: Didacna protracta (shell);Macrofossil: Didacna ebersini (Shell);Macrofossil: Didacna praetrigonoides  (shell);Macrofossil: Cerastoderma lamark (shell);Macrofossil: Didacna trigonoides  (shell);Macrofossil: Didacna pyramidata (shell);Macrofossil: Tree (wood)	Implicit	PresenceOnly	Didacna subpyramidata Pravoslavlev [Species];Cerastoderma edule L. [Species];Didacna  protracta  Eichwald [Species];Didacna ebersini Fedorov  [Species];Didacna  praetrigonoides  Nalivkin & Anisimov [Species];Cerastoderma glaucum Bruguière [Species];Didacna trigonoides  Pallas [Species];Didacna  pyramidata  Grimm [Species];Plantae [Kingdom]	Animalia;Plantae	Cardiidae	Didacna ;Cerastoderma	Didacna subpyramidata Pravoslavlev;Cerastoderma edule L.;Didacna  protracta  Eichwald;Didacna ebersini Fedorov ;Didacna  praetrigonoides  Nalivkin & Anisimov;Cerastoderma glaucum Bruguière;Didacna trigonoides  Pallas;Didacna  pyramidata  Grimm	Peat core		410	Macrofossil	NaN	NaN	NaN	NaN	NaN	NaN		NaN	NaN	Radiocarbon (Uncalibrated)	160;170;260;180;90;160;65;235;150;150;130;275;170;160;60;160;140;110;70;50;0.8		
sourcenode_pub_lavoie_gfotbsaccotc_1991	Growth Forms of the Black Spruce and Climatic Changes over the Centuries	1991	Lavoie, C.; Payette, S.	Published (unspecified type)	Boniface River	57.75	-76.33333333333333	Contemporaneous Whole Organism: Picea mariana (Mill.) Britton, Sterns & Poggenb.	Implicit	PresenceOnly	Picea mariana (Mill.) Britton, Sterns & Poggenb. [Species]	Plantae	Pinaceae	Picea	Picea mariana (Mill.) Britton, Sterns & Poggenb.	Living organism	407	-39	Contemporaneous Whole Organism	NaN	NaN	NaN	NaN	NaN	NaN		NaN	NaN	Known collection date			
sourcenode_pub_lavoie_hfbfatpisq_1997	Holocene fossil beetles from a treeline peatland in subarctic Quebec	1997	Lavoie, C.; Elias, S. A.; Payette, S.	Published (unspecified type)	Boniface River watershed, Northern Quebec	57.75	-76.25									Lake sediment core	5850	1950	Other microfossil - Arthropod	NaN	NaN	NaN	NaN	NaN	NaN		NaN	NaN			0	200
sourcenode_pub_law_satvoloisg_2015	Spatial and temporal variability of lake ontogeny in south-western Greenland	2015	Law, A. C.; Anderson, N. J.; McGowan, S.	Published (unspecified type)	SS1381	67.03982	-51.059437									Lake sediment core	8500	0	Microfossil - Diatom	NaN	NaN	NaN	NaN	NaN	NaN		NaN	NaN				
sourcenode_pub_law_satvoloisg_2015	Spatial and temporal variability of lake ontogeny in south-western Greenland	2015	Law, A. C.; Anderson, N. J.; McGowan, S.	Published (unspecified type)	Lake SS8	67.03982	-51.009314									Lake sediment core	8500	0	Microfossil - Diatom	NaN	NaN	NaN	NaN	NaN	NaN		NaN	NaN				
sourcenode_pub_law_satvoloisg_2015	Spatial and temporal variability of lake ontogeny in south-western Greenland	2015	Law, A. C.; Anderson, N. J.; McGowan, S.	Published (unspecified type)	Lake AT4	66.954646	-53.609099									Lake sediment core	10000	0	Microfossil - Diatom	NaN	NaN	NaN	NaN	NaN	NaN		NaN	NaN				
sourcenode_pub_law_satvoloisg_2015	Spatial and temporal variability of lake ontogeny in south-western Greenland	2015	Law, A. C.; Anderson, N. J.; McGowan, S.	Published (unspecified type)	Lake AT1	66.949	-53.580794									Lake sediment core	10000	0	Microfossil - Diatom	NaN	NaN	NaN	NaN	NaN	NaN		NaN	NaN				
10.1177/0959683617729447	Are circumpolar hunter-gatherers visible in the palaeoenvironmental record? Pollen-analytical evidence from Nunalleq, southwestern Alaska	2017	Ledger, P. M	Published - journal article	Nunalleq	59.71547400000001	-161.852972	Morphotype: Pollen - Populus;Morphotype: Pollen - Menyanthes trifoliata;Morphotype: Pollen - Bistorta vivipara;Morphotype: Pollen - Hippuris vulgaris;Morphotype: Pollen - Cichorieae;Morphotype: Pollen - Filipendula;Morphotype: Pollen - Potamogeton;Morphotype: Pollen - Sordariaceae/Sordaria (type 55B, HdV);Morphotype: Pollen - Ambrosia-type;Morphotype: Pollen - Caltha-type;Morphotype: Pollen - Amaranthaceae;Morphotype: Pollen - Polygonum aviculare-type;Morphotype: Pollen - Montia fontana;Morphotype: Pollen - Saxifragaceae;Morphotype: Pollen - Ribes;Morphotype: Pollen - Aster-type;Morphotype: Pollen - Polemonium;Morphotype: Pollen - Scrophulariaceae;Morphotype: Pollen - Rubiaceae;Morphotype: Pollen - Sporormiella (type 113, HdV);Morphotype: Pollen - Gentianaceae;Morphotype: Pollen - Rumex acetosa/R. acetosella;Morphotype: Pollen - Fabaceae;Morphotype: Pollen - Equisetum;Morphotype: Pollen - Rubus chamaemorus;Morphotype: Pollen - Botrychium;Morphotype: Pollen - Achillea-type;Morphotype: Pollen - Myrica gale;Morphotype: Pollen - Picea;Morphotype: Pollen - Rosaceae;Morphotype: Pollen - Potentilla-type;Morphotype: Pollen - Lycopodium annotinum;Morphotype: Pollen - Ranunculus-type;Morphotype: Pollen - Brassicaceae;Morphotype: Pollen - Sordaria-type (type 55A, HdV);Morphotype: Pollen - Epilobium-type;Morphotype: Pollen - Betula;Morphotype: Pollen - Poaceae;Morphotype: Pollen - Alnus;Morphotype: Pollen - Indeterminable;Morphotype: Pollen - Cyperaceae;Morphotype: Pollen - Unknown (monolete);Morphotype: Pollen - Sphagnum;Morphotype: Pollen - Rumex-type;Morphotype: Pollen - Ericaceae;Morphotype: Pollen - Salix;Morphotype: Pollen - Pinus;Morphotype: Pollen - Urtica-type;Morphotype: Pollen - Apiaceae;Morphotype: Pollen - Artemisia	Implicit	Abundance	Placeholder from NeotomaDB Import [Kingdom]					Other	524	-63	Microfossil - Pollen	0.8916665909999999	28	0.39166671	652	-0.499999881	624	0	775.4073965	775.4073965				
sourcenode_pub_ledger_ampattpronliges_2014	A multiple profile approach to the palynological reconstruction of Norse landscapes in Greenland's Eastern Settlement	2014	Ledger, P. M.; Edwards, K. J.; Schofield, J. E.	Published (unspecified type)	Mountain Farm	60.8460333	-45.2913									Lake sediment core	2240	1	Microfossil - Pollen	NaN	NaN	NaN	NaN	NaN	NaN		NaN	NaN			61	108
sourcenode_pub_ledger_ampattpronliges_2014	A multiple profile approach to the palynological reconstruction of Norse landscapes in Greenland's Eastern Settlement	2014	Ledger, P. M.; Edwards, K. J.; Schofield, J. E.	Published (unspecified type)	Saqqaa	NaN	NaN									Lake sediment core	3245	690	Microfossil - Pollen	NaN	NaN	NaN	NaN	NaN	NaN		NaN	NaN			26	49
sourcenode_pub_ledger_ampattpronliges_2014	A multiple profile approach to the palynological reconstruction of Norse landscapes in Greenland's Eastern Settlement	2014	Ledger, P. M.; Edwards, K. J.; Schofield, J. E.	Published (unspecified type)	Lake Vatnahverfi	NaN	NaN									Lake sediment core	1295	320	Microfossil - Pollen	NaN	NaN	NaN	NaN	NaN	NaN		NaN	NaN			41	81
sourcenode_pub_ledger_ampattpronliges_2014	A multiple profile approach to the palynological reconstruction of Norse landscapes in Greenland's Eastern Settlement	2014	Ledger, P. M.; Edwards, K. J.; Schofield, J. E.	Published (unspecified type)	Saqqaata Tasia	NaN	NaN									Lake sediment core	700	0	Microfossil - Pollen	NaN	NaN	NaN	NaN	NaN	NaN		NaN	NaN			43	57
sourcenode_pub_lefevre_frobrfbiaia_1993	First report on bird remains from Buldir Island, Aleutian Islands, Alaska	1993	Lefevre, C.; Siegel-Causey, D.	Published (unspecified type)	Buldir Island	52.3711546193	175.882047497	Macrofossil: Eumetopias jubatus (Bone);Macrofossil: Aves (Bone);Macrofossil: Melospiza melodia (Bone);Macrofossil: Fratercula corniculata (Bone);Macrofossil: Fratercula cirrhata (Bone);Macrofossil: Fratercula sp. (Bone);Macrofossil: Cerorhinca monocerata (Bone);Macrofossil: Aethia pygmaea (Bone);Macrofossil: Aethia pusilla (Bone);Macrofossil: Aethia cristatella (Bone);Macrofossil: Cyclorrhynchus psittacula (Bone);Macrofossil: Brachyramphus sp. (Bone);Macrofossil: Ptychoramphus aleuticus (Bone);Macrofossil: Synthliboramphus antiquus (Bone);Macrofossil: Uria lomvia (Bone);Macrofossil: Larus hyperboreus (bone);Macrofossil: Branta canadensis (bone);Macrofossil: Phalacrocorax sp. (Bone);Macrofossil: Oceanodroma leucorhoa (Bone);Macrofossil: Diomedea albatrus (Bone)	Implicit	Abundance	Eumetopias jubatus Schreber [Species];Aves [Order];Melospiza melodia Wilson [Species];Fratercula corniculata Naumann [Species];Fratercula cirrhata Pallas [Species];Fratercula [Genus];Cerorhinca monocerata Pallas [Species];Aethia pygmaea Gmelin [Species];Aethia pusilla Pallas [Species];Aethia cristatella Pallas [Species];Cyclorrhynchus psittacula Pallas [Species];Brachyramphus [Genus];Ptychoramphus aleuticus Pallas [Species];Synthliboramphus antiquus Gmelin [Species];Uria lomvia Linnaeus [Species];Larus hyperboreus Gunnerus [Species];Branta canadensis L. [Species];Phalacrocorax [Genus];Oceanodroma leucorhoa Vieillot [Species];Diomedea albatrus Pallas [Species]	Animalia;Plantae	Otariidae;Rosaceae;Passerellidae;Alcidae;Laridae;Anatidae;Phalacrocoracidae;Hydrobatidae;Diomedeidae	Eumetopias;Alchemilla;Melospiza;Fratercula;Cerorhinca;Aethia;Cyclorrhynchus;Brachyramphus;Ptychoramphus;Synthliboramphus;Uria;Larus;Branta;Phalacrocorax;Oceanodroma;Diomedea	Eumetopias jubatus Schreber;Melospiza melodia Wilson;Fratercula corniculata Naumann;Fratercula cirrhata Pallas;Cerorhinca monocerata Pallas;Aethia pygmaea Gmelin;Aethia pusilla Pallas;Aethia cristatella Pallas;Cyclorrhynchus psittacula Pallas;Ptychoramphus aleuticus Pallas;Synthliboramphus antiquus Gmelin;Uria lomvia Linnaeus;Larus hyperboreus Gunnerus;Branta canadensis L.;Oceanodroma leucorhoa Vieillot;Diomedea albatrus Pallas	Excavation	1160	530	Macrofossil	0.5499999519999998	90	3.941666603	980	3.391666651	890	0	1488.6394240000002	930.6021052	Radiocarbon (Uncalibrated)			
sourcenode_pub_lefevre_zaaaaicaia_2011	Zooarchaeological Analysis at ADK-011, Adak Island, Central Aleutian Islands, Alaska	2011	Lefevre, C.; West, D.; Corbett, D. G.	Published (unspecified type)	ADK-171 Tutiakof Site, Clam Lagoon, Adak Island	51.92409259830157	-176.56450729412956	Macrofossil: Actinopterygii (Ray-Finned Fish) (Bone)	Implicit	PresenceOnly	Actinopterygii [Class]	Animalia				Excavation	6525	5960	Macrofossil	0.75	33	4.891666412	1204	4.141666412	1171	0	543.7174418999999	543.7174418999999	Radiocarbon (Uncalibrated)			
sourcenode_pub_lefevre_zaaaaicaia_2011	Zooarchaeological Analysis at ADK-011, Adak Island, Central Aleutian Islands, Alaska	2011	Lefevre, C.; West, D.; Corbett, D. G.	Published (unspecified type)	ADK-009 Sweeper Cove Site, Kuluk Bay, Adak Island	51.85229229726226	-176.63963802738473	Macrofossil: Actinopterygii (Ray-Finned Fish) (Bone)	Implicit	PresenceOnly	Actinopterygii [Class]	Animalia				Excavation	1888	755	Macrofossil	1.1541669369999998	104	4.729166985	1377	3.575000048	1273	0	1421.744575	552.1047034999999	Radiocarbon (Uncalibrated)		0	192
sourcenode_pub_lehejcek_waojcappfprita_2017	Wood anatomy of Juniperus communis: a promising proxy for palaeoclimate reconstructions in the Arctic	2017	Lehejcek, J.; Buras, A.; Svoboda, M.; Wilmking, M.	Published (unspecified type)	Kobbefjord 	64.16911045070853	-51.39636686906844	Contemporaneous Whole Organism: Juniperus communis L.	Implicit	PresenceOnly	Juniperus communis L. [Species]	Plantae	Cupressaceae	Juniperus	Juniperus communis L.	Living organism	275	-62	Contemporaneous Whole Organism	0.1624999039999997	19	-2.700000048	726	-2.862499952	707	0	4.536229742000001	4.536229742000001	Known collection date			
sourcenode_pub_lenz_lahehotckrnrrbassfli_2021	Lateglacial and Holocene environmental history of the central Kola region, northwestern Russia revealed by a sediment succession from Lake Imandra	2021	Lenz, M.; Savelieva, L.; Frolova, L.; Cherezova, A.; Moros, M.; Baumer, M.; Gromig, R.; Kostromina, N.; Nigmatullin, N.; Kolka, V.; Wagner, B.; Fedorov, G.; Melles, M.	Published (unspecified type)	Co 1410	67.715555	33.08511666									Lake sediment core		0	Other microfossil - Cladocera;Microfossil - Pollen	NaN	NaN	NaN	NaN	NaN	NaN		NaN	NaN			0	800
sourcenode_pub_lepage_tdoewlealbsqc_1996	Tree-ring dating of extreme water level events at Lake Bienville, subarctic Quebec, Canada	1996	Lepage, H.; Begin, Y.	Published (unspecified type)	Lake Bienville	55	-74	Contemporaneous Whole Organism: Picea mariana (Mill.) Britton, Sterns, & Poggenb.	Implicit	PresenceOnly	Picea mariana (Mill.) Britton, Sterns & Poggenb. [Species]	Plantae	Pinaceae	Picea	Picea mariana (Mill.) Britton, Sterns & Poggenb.	Living organism	170	-41	Contemporaneous Whole Organism	NaN	NaN	NaN	NaN	NaN	NaN		NaN	NaN	Known collection date			
sourcenode_pub_lindholm_astpfhiosps1atntif_2009	A summer temperature proxy from height increment of Scots pine since 1561 at the northern timberline in Fennoscandia	2009	Lindholm, M.; Ogurtsov, M.; Aalto, T.; Jalkanen, R.; Salminen, H.	Published (unspecified type)	Laanila	68.49194444	27.33361111	Contemporaneous Whole Organism: Pinus sylvestris L.	Implicit	PresenceOnly	Pinus sylvestris L. [Species]	Plantae	Pinaceae	Pinus	Pinus sylvestris L.	Living organism	389	-54	Contemporaneous Whole Organism	1.199999929	29	-0.133333325	530	-1.333333254	501	0	205.56957649999998	205.56957649999998	Known collection date			
sourcenode_pub_lindholm_throsteotlmif_2011	The height-increment record of summer temperature extended over the last millennium in Fennoscandia	2011	Lindholm, M.; Jalkanen, R.; Salminen, H.; Aalto, T.; Ogurtsov, M.	Published (unspecified type)	Laanila	68.49166699999999	27.3333335	Contemporaneous Whole Organism: Pinus sylvestris L.	Implicit	PresenceOnly	Pinus sylvestris L. [Species]	Plantae	Pinaceae	Pinus	Pinus sylvestris L.	Living organism	1205	-57	Contemporaneous Whole Organism	1.266666614	33	-0.06666664	534	-1.333333254	501	0	205.5943492	2.529720544	Known collection date			
sourcenode_pub_loisel_lhpacaeftbpbiecpaloma_2010	Late Holocene paleoecohydrology and carbon accumulation estimates from two boreal peat bogs in eastern Canada: Potential and limits of multi-proxy archives	2010	Loisel, J.; Garneau, M.	Published (unspecified type)	Mosaik peatland, James Bay lowlands region, Northern Québec	51.98191	-75.39221									Peat core	2710	850	Microfossil - Plant Macrofossil	NaN	NaN	NaN	NaN	NaN	NaN		NaN	NaN			0	105
sourcenode_pub_loisel_lhpacaeftbpbiecpaloma_2010	Late Holocene paleoecohydrology and carbon accumulation estimates from two boreal peat bogs in eastern Canada: Potential and limits of multi-proxy archives	2010	Loisel, J.; Garneau, M.	Published (unspecified type)	Mosaik peatland, James Bay lowlands region, Northern Québec	51.98291	-75.39583									Peat core	3270	150	Microfossil - Plant Macrofossil	NaN	NaN	NaN	NaN	NaN	NaN		NaN	NaN			0	105
